search_term	prefix	rule_name	confidence	all_fields_raw_rows	prior_accepted_rows	non_target_organism_rows	target_organism_rows	clear_noise_rows	current_policy_recommendation	field_strategy_recommendation	example_title
NCPPB[All Fields] AND 3434[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas melonis
NCPPB[All Fields] AND 3435[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3437[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3438[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3440[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas sp. WHRI 8393
NCPPB[All Fields] AND 3441[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3441
NCPPB[All Fields] AND 3442[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3442
NCPPB[All Fields] AND 3443[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3443
NCPPB[All Fields] AND 3456[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3457[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3479[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3484[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 348[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3559[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3560[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3561[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3562[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3563[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas axonopodis pv. punicae
NCPPB[All Fields] AND 3566[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xcc WHRI 8804 (NCPPB 3566)
NCPPB[All Fields] AND 3567[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3568[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3569[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3569
NCPPB[All Fields] AND 3570[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3570
NCPPB[All Fields] AND 3582[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3582
NCPPB[All Fields] AND 3583[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3583
NCPPB[All Fields] AND 3586[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3587[All Fields]	NCPPB	ncppb_number	high	1	0	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Xanthomonas fragariae PD885
NCPPB[All Fields] AND 3588[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3589[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3592[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3593[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3595[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3596[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3607[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Xanthomonas citri pv. citri strain NCPPB 3607
NCPPB[All Fields] AND 3608[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3609[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3611[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3612[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Xanthomonas citri pv. citri strain NCPPB 3612
NCPPB[All Fields] AND 3614[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 362[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3638[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3639[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3640[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3641[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3642[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3646[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3647[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3651[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3652[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3653[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3654[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3655[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3656[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3657[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3658[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3660[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas citri pv. fuscans
NCPPB[All Fields] AND 3661[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3662[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. ricini NCPPB 3662
NCPPB[All Fields] AND 3663[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3705[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3706[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3711[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Xanthomonas translucens pv. graminis NCPPB 3711
NCPPB[All Fields] AND 3712[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3713[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3714[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3716[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3717[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3718[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3719[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3720[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3722[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3742[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3744[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3753[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Xanthomonas campestris pv. cannabis str. NCPPB 3753
NCPPB[All Fields] AND 3754[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3758[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas axonopodis pv. cyamopsidis NCPPB 3758
NCPPB[All Fields] AND 3759[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas campestris pv. obscurae
NCPPB[All Fields] AND 3761[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3761
NCPPB[All Fields] AND 3776[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3786[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3795[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. fici NCPPB 3795
NCPPB[All Fields] AND 3796[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. fici NCPPB 3796
NCPPB[All Fields] AND 3797[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. fici NCPPB 3797
NCPPB[All Fields] AND 3799[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3800[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3801[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3829[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3830[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3831[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3832[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3870[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3875[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3876[All Fields]	NCPPB	ncppb_number	high	1	0	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xcc WHRI3876 (NCPPB 1043)
NCPPB[All Fields] AND 3877[All Fields]	NCPPB	ncppb_number	high	1	0	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xcc WHRI3877 (NCPPB 1645)
NCPPB[All Fields] AND 3878[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3880[All Fields]	NCPPB	ncppb_number	high	1	0	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xcc WHRI3880 (NCPPB 2986)
NCPPB[All Fields] AND 3886[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. fici NCPPB 3886
NCPPB[All Fields] AND 3887[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. fici NCPPB 3887
NCPPB[All Fields] AND 3888[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Microbe sample from Xanthomonas campestris pv. parthenii
NCPPB[All Fields] AND 3890[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3925[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3926[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3927[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris NCPPB 3927 at Fera
NCPPB[All Fields] AND 3931[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3932[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3942[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3943[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3944[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3947[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3948[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas campestris pv. poinsettiicola NCPPB 3948
NCPPB[All Fields] AND 3949[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3951[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3953[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3954[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3955[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3956[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3957[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 3959[All Fields]	NCPPB	ncppb_number	high	1	1	0	1	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	Genome sequencing of Xanthomonas sp. NCPPB 3959
NCPPB[All Fields] AND 3960[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 400[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 4014[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 4015[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 4031[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
NCPPB[All Fields] AND 4032[All Fields]	NCPPB	ncppb_number	high	1	0	0	0	0	keep_strict_profile	replace_all_fields_with_text_word_and_organism	
